nodename,nodeclass,describe,properties
"桔梗","中药材","桔梗（Platycodon grandiflorus），别名包袱花、铃铛花、僧帽花，是多年生草本植物，茎高20～120厘米，通常无毛，偶密被短毛，不分枝，极少上部分枝。叶全部轮生，部分轮生至全部互生，无柄或有极短的柄，叶片卵形，卵状椭圆形至披针形，叶子卵形或卵状披针形，花暗蓝色或暗紫白色，可作观赏花卉；其根可入药，有止咳祛痰、宣肺、排脓等作用，中医常用药。在中国东北地区常被腌制为咸菜，在朝鲜半岛被用来制作泡菜，当地民谣《桔梗谣》所描写的就是这种植物。单凭名称，有人会误以为桔梗乃桔子的梗，但实际上与桔子或柑橘属没有直接关系。","中文学名：桔梗；别名：桔梗、铃当花；外文名：Balloon Flower；拉丁学名：Platycodon grandiflorus （Jacq.） A. DC.；界：植物界；族：桔梗族；门：被子植物门；纲：双子叶植物纲；亚纲：菊亚纲；目：桔梗目；科：桔梗科；亚科：桔梗亚科；属：桔梗属；种：桔梗；分布区域：中国、朝鲜半岛、日本和西伯利亚东部；类别：根茎类；细胞分裂方式：有丝分裂；"
"回阳救逆","中医术语","回阳救逆是运用具有温热作用的药物，以治疗阴寒内盛危重症的治法，属中医温法之一。常用附子、干姜、肉桂等药物组成方剂，代表方剂有四逆汤、参附汤等。回阳救逆常与益气固脱法、利水法、降逆定喘法、补气、养血、生津等治法配合使用。","中文名：回阳救逆；"
"半夏","中药材",,"半夏（学名：Pinellia ternata），又名地文、守田等，属天南星目、天南星科、半夏属植物。药用植物，具有燥湿化痰，降逆止呕，生用消疖肿作用，兽医用以治锁喉癀。广泛分布于中国长江流域以及东北、华北等地区，在西藏也有分布，生长于海拔2500米以下。","中文学名：半夏；别名：地文、守田、羊眼半夏、蝎子草、麻芋果、三步跳、和姑；拉丁学名：Pinellia ternata （Thunb.） Breit.；二名法：Pinellia ternata；界：植物界；族：天南星族；门：被子植物门；纲：单子叶植物纲；目：天南星目；科：天南星科；属：半夏属；分布区域：中国长江流域以及东北、华北等地区；"
"瓜萎子","中药材","瓜萎子，别名：瓜篓仁、萎仁、栝楼子、栝楼仁。""瓜蒌皮",,"瓜蒌皮主治清化热痰，利气宽胸。用于痰热咳嗽，胸闷胁痛。","中文名：瓜蒌皮；"
"天花粉","中药材","天花粉，是葫芦科植物栝蒌的根，是一种中药，为清热泻火类药物。具体功效是清热泻火，生津止渴，排脓消肿。主治治热病口渴、消渴、黄疸、肺燥咳血、痈肿、痔痿。对于治疗糖尿病，常用它与滋阴药配合使用，以达到标本兼治的作用。该品呈不规则圆柱形、纺锤形或瓣块状，长8～16cm，直径1.5～5.5cm。表面黄白色或淡棕黄色，有纵皱纹，细根痕及略凹陷的横长皮孔，有的有黄棕色外皮残留。质坚实，断面白色或淡黄色，富粉性，横切面可见黄色木质部，略呈放射状排列，纵剖面可见黄色纵条纹状木质部。无臭，味微苦。秋、冬二季采挖，洗净，除去外皮，切段或纵剖成瓣，干燥。","中文学名：天花粉；别名：天花粉，栝楼根，花粉，楼根，白药，瑞雪，天瓜粉，屎瓜根，栝蒌粉，蒌粉；界：植物界；门：被子植物门；纲：双子叶植物纲；目：葫芦目；科：葫芦科；属：栝楼属；种：栝楼；分布区域：河南等；体征：攀援藤本，长可达10m。块根圆柱状，肥厚，富含淀粉。茎较粗，多分枝，具纵棱及槽，被白色伸展柔毛。；采集时间：秋季最佳；用量：10-15；毒性：无毒；"
"川贝母","中药材","川贝母（学名：Fritillaria cirrhosa D. Don）是百合科，贝母属多年生草本植物，植株可达-50厘米。叶对生，叶片条形至条状披针形，花通常单朵，紫色至黄绿色，每花有叶状苞片，苞片狭长，花药近基着，蒴果长棱上有狭翅。5-7月开花，8-10月结果。主要分布于中国西藏、云南和四川，也见于甘肃、青海、宁夏、陕西和山西，也分布于尼泊尔。通常生于林中、灌丛下、草地或河滩、山谷等湿地或岩缝中。该种是药材“川贝”的主要来源之一。是润肺止咳的名贵中药材，应用历史悠久，驰名中外。（概述图参考来源：中国自然标本馆 ）","中文学名：川贝母[chuān bèi mǔ]；外文名：Szechuan-fritillary Bulb；拉丁学名：Fritillaria cirrhosa Don.；二名法：Fritillaria cirrhosa；界：植物界；族：百合族；门：种子植物门；亚门：被子植物亚门；纲：单子叶植物纲；亚纲：百合亚纲；目：百合目；科：百合科；亚科：百合亚科；属：贝母属；亚属：贝母组；种：川贝母；命名者及年代：D. Don，1825；分布区域：四川康定、西藏芒康、云南德钦、中甸等；"
"浙贝母","中药材","浙贝母（拉丁学名：Fritillaria thunbergii），多年生草本。鳞茎半球形，直径1.5～6厘米，有2～3片肉质的鳞片。茎单一，直立，圆柱形，高50～80厘米。叶无柄；茎下部的叶对生，罕互生，狭披针形至线形，长6～17厘米，宽6～15毫米；中上部的叶常3～5片轮生，罕互生，叶片较短，先端卷须状。贝母，川者味甘最佳：西者味薄次之，象山者微苦又次之，一种大而苦者仅能解毒。并去心用。凡肺经药皆当去心，不独贝母也。以前的历代文献，并未明确分立川贝、浙贝、土贝专条，至明《本草正》始于贝母条后，别立上贝母一条，所指即系本品。","中文学名：浙贝母；拉丁学名：Fritillaria thunbergii；二名法：Fritillaria thunbergii；界：植物界；族：百合族；门：被子植物门；纲：单子叶植物纲；目：百合目；亚目：百合亚目；科：百合科；属：贝母属；种：浙贝母；分布区域：产江苏（南部）、浙江（北部）和湖南。也分布于日本。；"
"平贝母","中药材","平贝母（学名：Fritillaria ussuriensis Maxim）是百合科，贝母属多年生草本植物；植株长可达1米。叶轮生或对生，条形至披针形，花紫色而具黄色小方格，顶端的花具叶状苞片，苞片先端强烈卷曲；药近基着，5-6月开花。分布于中国辽宁、吉林、黑龙江。生于低海拔地区的林下、草甸或河谷。该种有悠久的栽培历史，是药材“平贝”的唯一来源。在吉林的抚松、通化、临江等地有栽培，北京昌平也开始栽培。（概述图参考来源：中国自然标本馆 ）","中文学名：平贝母；别名：坪贝、贝母、平贝；拉丁学名：Fritillaria ussuriensis Maxim；界：植物界；族：百合族；门：被子植物门；纲：单子叶植物纲；目：百合目；亚目：百合亚目；科：百合科；属：贝母属；种：平贝母；命名者及年代：Maxim，1982；分布区域：中国辽宁、吉林、黑龙江等地；"
"伊贝母","中药材","伊贝母为百合科植物新疆贝母或伊犁贝母的干燥鳞茎。5～7月间采挖，除去泥沙，晒干，再去须根及外皮。新疆贝母呈扁球形。表面类白色，光滑。外层鳞叶瓣，月牙形，肥厚，大小相近而紧靠。顶端平展而开裂，基部圆钝，内有较大的鳞片及残茎、心芽各1枚。质硬而脆，断面白色，富粉性。气微，味微苦。伊犁贝母呈圆锥形，较大。表面稍粗糙，淡黄白色。外层鳞叶心脏形，肥大，一片较大或近等大，抱合。顶端稍尖，少有开裂，基部微凹陷。","中文学名：伊贝母；界：植物界；族：百合族（Lilieae）；门：被子植物门（Magnoliophyta）；纲：单子叶植物纲（Monocotyledoneae），又称百合纲。；亚纲：百合亚纲（Liliidae）；目：百合目（Liliales）；科：百合科（学名Liliaceae）；属：贝母属（Fritillaria L.）；亚属：贝母组（Sect. Fritillaria）；种：伊贝母；"
"湖北贝母","中药材","湖北贝母（学名：Fritillaria hupehensis ）本品呈扁圆球形，高0.8～2.2cm，直径0.8～3.5cm，表面类白色至淡棕色。外层鳞叶2瓣，肥厚，略呈肾形，或大小悬殊，大瓣紧抱小瓣，顶端闭合或开裂。内有鳞叶2～6枚及干缩的残茎。内表面淡黄色至类白色，基部凹陷呈窝状，残留有淡棕色表皮及少数须根。单瓣鳞叶呈元宝状，长2.5～3.2cm，直径1.8～2cm。质脆，断面类白色，富粉性。气微，味苦。国内分布：产湖北、巴东五龙溪（西南部）、四川（东部）和湖南（西北部）。命名来源：Acta Phytotax. Sin. 15（2） 40.f.41. 1977","中文学名：湖北贝母；界：植物界；族：百合族；门：被子植物门；纲：单子叶植物纲又称百合纲。；亚纲：百合亚纲；目：百合目；亚目：百合亚目；科：百合科；属：贝母属；亚属：贝母组（Sect. Fritillaria）；种：湖北贝母；命名者及年代：Migo，1939；分布区域：湖北，（西南部）、四川（东部）和湖南（西北部）；"
"白及","中药材","白及，中药名。为兰科植物白及Bletilla striata（ Thunb.） Reichb.f.的干燥块茎。每年9～10月当茎叶枯萎时采挖，除去须根，洗净，置沸水中煮或蒸至无白心，晒至半干，除去外皮，晒干。","中文学名：白及；别名：甘根、连及草、臼根、白给；外文名：Common Bletilla Pseudobulb，Tuber of Common Bletil；拉丁学名：Bletilla striata （Thunb.） Rchb. f.；界：植物界；门：被子植物门；亚门：木贼亚门（维管植物亚门）；纲：单子叶植物纲；亚纲：百合亚纲；目：微子目；科：兰科；属：白及属；种：白及；分布区域：华东、中南、西南及甘肃、陕西等地；拼音：bai ji；亚界：绿色植物亚界；总门：轮藻总门；超目：天门冬超目；贮藏：置通风干燥处，防霉变，防虫蛀；用量：6～15g；采收时间：夏、秋二季采挖；"
"发汗解表","中医术语"," 发汗解表是中医治疗外感病初起的一大方法。","中文名：发汗解表；"
"泻火","中医术语","泻火，拼音xiè huǒ，是中医所谓清泻邪火实热的一种治法。适用于实火炽盛而致高热、烦渴、吐血、衄血、目赤、口苦、尿赤等症。","中文名：泻火；注 音：ㄒㄧㄝ ˋ ㄏㄨㄛˇ；拼音：xiè huǒ；"
"凉血","中医术语","凉血，医学名词．是治疗血热的一种方法。凉血就是用药性寒凉的药物，来使血分有热而运行过速的血恢复正常运行，以避免血行过速而造成出血等。适用于血热炽盛，而出现吐血、衄血、妇女崩漏、内热烦躁、舌质红绛者；若温邪热入血分，则兼见壮热，发狂，斑疹等症。","名称：凉血；释义：治疗血热的一种方法；凉血食物：茯苓、鲜鱼、鲜茅根等。；类型：医学名词；"
"祛瘀","中医术语","祛瘀指的是将体内的瘀血排出，从而达到活血的功效",""
"解毒","中医术语","解毒 中医名词。指解除病毒的一种治法。“毒”有热毒．寒毒．疫毒．蛊毒．湿毒．火毒及食物中毒等，因病情不同，有内服和外治等各种不同方法。临床上以热毒症较为多见，常用清热解毒药物，有蒲公英、山豆根等。解毒 [jiě dú][释义] 1.中和机体内有危害的物质 2.中医指消除上火、发热等症状","名称：解毒；拼音：jiě dú；释义：解除体内或体表的毒素；外文名称：To subject to detoxification；创作年代：To subject to detoxification；针刺疗法：内关、足三里；解毒药物：金银花．连翘．板蓝根等；"
"清热泻火","中医术语","石膏入药已有二千多年的历史。《名医录》曾记载，睦州（今建德）杨士丞有一女，患骨蒸内热外寒，请了许多医生治疗未愈，后来处州（今丽水）有位姓吴的医生就用了石膏，病人体温恢复了正常，证明了石膏有良好的退热作用。","中文名：清热泻火；作 用：清热泻火；面向人群：体热者；"
"润肠通便","中医术语","润肠通便是指用于治疗年老津枯，产后血虚，热病伤津及失血等所致的便秘的一种方法。在中医治疗上需要根据不同的病情，辨证论治进行治疗。具体的润肠通便疗法除了中药汤剂之外还包括饮食生活调理、物理灌肠疗法进行辅助治疗。","别称：润下去；治疗：中医中药治疗、物理灌肠治疗；食疗：水果为主；"
