新浪广西,:#广西抗击新冠肺炎#【清零！广西玉林市11名确诊病例全部治愈出院
广东台今日关注,:#最新疫情地图#【2020年3月2日广东省新冠肺炎疫情情况】截至3月1日24时，广东全省累计报告新冠肺炎确诊病例1350例，累计出院1034例，累计死亡7例。3月1日当天全省新增确诊病例1例，为深圳报告1例境外输入病例。新增出院25例，3例为重型病例治愈出院，其余为普通型或轻型病例治愈出院。无疑似病例。有874名密切接触者正在接受医学观察。累计报告确诊病例中，深圳市418例、广州市346例、东莞市99例、珠海市98例、佛山市84例、中山市66例、惠州市62例、汕头市25例、江门市23例、湛江市22例、肇庆市19例、梅州市16例、茂名市14例、阳江市14例、清远市12例、韶关市10例、揭阳市8例、汕尾市5例、潮州市5例、河源市4例。男性664例，女性686例，年龄介于2月龄-90岁之间。截至3月1日24时，在院的309例确诊病例中，轻型30例，普通型242例，重型18例，危重型19例。（广东省卫生健康委官网）
南通老狼,:#南通爆料#【南通市新型冠状病毒肺炎疫情通报】2020年3月1日0-24时，我市无新增新型冠状病毒肺炎确诊病例。截至3月1日24时，我市累计报告新型冠状病毒肺炎确诊病例40例，其中，普通型病例40例，出院病例37例。确诊病例中，海安市5例（高新区3例、其中出院3例，南莫镇2例、其中出院1例），如皋市7例（长江镇3例、其中出院3例，如城街道3例、其中出院3例，江安镇1例、其中出院1例），如东县3例（栟茶镇3例，其中出院3例），海门市14例（悦来镇2例、其中出院2例，高新区2例、其中出院2例，三厂街道5例、其中出院4例，滨江街道1例、其中出院1例，海门港新区1例、其中出院1例，开发区2例、其中出院2例，三星镇1例、其中出院1例），启东市3例（吕四港镇2例、其中出院2例，王鲍镇1例、其中出院1例），通州区8例（平潮镇3例、其中出院3例，张芝山镇4例、其中出院3例，金新街道1例、其中出院1例）。目前，共追踪密切接触者1318人，已解除医学观察1305人，尚有13人正在接受医学观察。南通市新型冠状病毒感染的肺炎疫情防控指挥部2020年3月2日
北京怀柔泉河健康教育,:普通型新冠肺炎患者或康复期患者如何营养膳食？根据国家卫健委发布的《新型冠状病毒感染的肺炎防治营养膳食指导》，对于普通型新冠肺炎患者或康复期患者推荐临床营养膳食指导如下：3.保证充足饮水量。每天1700毫升左右，多次少量，主要饮白开水或淡茶水。
北京怀柔泉河健康教育,:普通型新冠肺炎患者或康复期患者如何营养膳食？根据国家卫健委发布的《新型冠状病毒感染的肺炎防治营养膳食指导》，对于普通型新冠肺炎患者或康复期患者推荐临床营养膳食指导如下：2.多吃新鲜蔬菜和水果。蔬菜每天500克以上，水果每天200~350克。
北京怀柔泉河健康教育,:普通型新冠肺炎患者或康复期患者如何营养膳食？根据国家卫健委发布的《新型冠状病毒感染的肺炎防治营养膳食指导》，对于普通型新冠肺炎患者或康复期患者推荐临床营养膳食指导如下：1.能量要充足，每天摄入谷薯类食物250~400克，包括大米、面粉、杂粮等；保证充足蛋白质，主要摄入优质蛋白质类食物；通过多种烹调植物油增加必需脂肪酸的摄入。
广州新闻电台FM962,:#抗疫最前线#【3月1日广东新增新冠肺炎确诊病例1例新增出院25例】截至3月1日24时，全省累计报告新冠肺炎确诊病例1350例，累计出院1034例，累计死亡7例。3月1日当天全省新增确诊病例1例，为深圳报告1例境外输入病例。新增出院25例，3例为重型病例治愈出院，其余为普通型或轻型病例治愈出院。无疑似病例。有874名密切接触者正在接受医学观察。　　累计报告确诊病例中，深圳市418例、广州市346例、东莞市99例、珠海市98例、佛山市84例、中山市66例、惠州市62例、汕头市25例、江门市23例、湛江市22例、肇庆市19例、梅州市16例、茂名市14例、阳江市14例、清远市12例、韶关市10例、揭阳市8例、汕尾市5例、潮州市5例、河源市4例。男性664例，女性686例，年龄介于2月龄-90岁之间。　　截至3月1日24时，在院的309例确诊病例中，轻型30例，普通型242例，重型18例，危重型19例。来源：广东省卫健委
香港紫荆卫视,:【3月1日18时至3月2日6时天津无新增新冠肺炎确诊病例】#紫荆快讯##最新疫情报道#从天津市疾控中心获悉，3月1日18时至3月2日6时，天津市无新增新冠肺炎确诊病例。截至目前，天津市累计报告新冠肺炎确诊病例136例，其中男性73例，女性63例；危重型1例、重型5例、普通型16例、治愈出院111例，死亡3例。疑似病例26例。累计排查密切接触者2292人，尚有303人正在接受医学观察。
宝坻发布,:【津云丨3月1日18时至3月2日6时天津无新增新冠肺炎确诊病例】#宝坻播报#记者从市疾控中心获悉，3月1日18时至3月2日6时，本市无新增新冠肺炎确诊病例。　　截至目前，我市累计报告新冠肺炎确诊病例136例，其中男性73例，女性63例；危重型1例、重型5例、普通型16例、治愈出院111例，死亡3例。疑似病例26例。累计排查密切接触者2292人，尚有303人正在接受医学观察。
滨海发布,:【3月1日18时至3月2日6时天津无新增新冠肺炎确诊病例】#最新疫情报道#从市疾控中心获悉，3月1日18时至3月2日6时，本市无新增新冠肺炎确诊病例。截至目前，我市累计报告新冠肺炎确诊病例136例，其中男性73例，女性63例；危重型1例、重型5例、普通型16例、治愈出院111例，死亡3例。疑似病例26例。累计排查密切接触者2292人，尚有303人正在接受医学观察。
快兰斯24小时财经直播,:实时播报：【天津3月2日最新通报：无新增新冠肺炎确诊病例】3月1日18时至3月2日6时，天津市无新增新冠肺炎确诊病例。截至目前，天津累计报告新冠肺炎确诊病例136例，其中男性73例，女性63例；危重型1例、重型5例、普通型16例、治愈出院111例，死亡3例。疑似病例26例。累计排查密切接触者2292人，尚有303人正在接受医学观察。
南通发布,:【南通市新型冠状病毒肺炎疫情通报（3.2）】2020年3月1日0-24时，我市无新增新型冠状病毒肺炎确诊病例。截至3月1日24时，我市累计报告新型冠状病毒肺炎确诊病例40例，其中，普通型病例40例，出院病例37例。确诊病例中，海安市5例（高新区3例、其中出院3例，南莫镇2例、其中出院1例），如皋市7例（长江镇3例、其中出院3例，如城街道3例、其中出院3例，江安镇1例、其中出院1例），如东县3例（栟茶镇3例，其中出院3例），海门市14例（悦来镇2例、其中出院2例，高新区2例、其中出院2例，三厂街道5例、其中出院4例，滨江街道1例、其中出院1例，海门港新区1例、其中出院1例，开发区2例、其中出院2例，三星镇1例、其中出院1例），启东市3例（吕四港镇2例、其中出院2例，王鲍镇1例、其中出院1例），通州区8例（平潮镇3例、其中出院3例，张芝山镇4例、其中出院3例，金新街道1例、其中出院1例）。目前，共追踪密切接触者1318人，已解除医学观察1305人，尚有13人正在接受医学观察。南通市新型冠状病毒感染的肺炎疫情防控指挥部2020年3月2日
羊城晚报,:【3月2日广东新增1例，为#深圳首例境外输入病例#，轨迹详情公布】截至3月1日24时，全省累计报告新冠肺炎确诊病例1350例，累计出院1034例，累计死亡7例。3月1日当天全省新增确诊病例1例，为深圳报告1例境外输入病例。新增出院25例，3例为重型病例治愈出院，其余为普通型或轻型病例治愈出院。无疑似病例。有874名密切接触者正在接受医学观察。深圳新增由英国途经香港输入病例25名密接者离深已请求异地协查3月1日，深圳首例报告境外输入新冠肺炎病例确诊，有密切接触者93人。据介绍，患者孙某，男，35岁，现居住于深圳市福田区福保街道红树福苑，近两年在英国布里斯托工作。2月27日，孙某由英国伦敦飞往香港（航班号CX250），28日13时27分抵达香港机场，15时30分乘渡轮（船次3A109）从香港至深圳蛇口码头，在码头入境时体温无异常。随后，孙某打车回家。返程期间，孙某全程佩戴口罩。回家后，孙某自述没有外出。2月29日上午10时，孙某因出现发热症状、咳嗽，由妻子驾车送至中山大学附属第八医院（福田）就诊，21时其新冠病毒核酸初筛结果为阳性。3月1日凌晨，深圳市疾控中心复核，结果亦为阳性。目前孙某已被转到深圳市第三人民医院隔离治疗，病情稳定，疾控部门已对其住所等区域进行消杀。经过初步排查，截至3月1日，该病例的密切接触者共有93人，目前已有46人被集中隔离（家庭密接者4人、出租车司机1人、渡轮船员11人、渡轮乘客28人、海关密接者2人），他们均未出现异常情况。另有47名渡轮乘客（含港、台及外籍人士）正在排查中，其中22人在追查和转运至隔离点，对于离深的25人，深圳已发函请求异地协查。据初步了解，患者无湖北旅行史，在英国工作地点有两名同事出现咳嗽发热症状。羊城晚报全媒体记者丰西西宋毅王俊林清清http://t.cn/A67XiDx8
现代快报,:#江苏疫情最新播报#【3月1日南京市无新增确诊病例】根据省卫健委3月2日发布，2020年3月1日0-24时，南京无新增确诊病例，新增出院病例5例，全市累计报告新型冠状病毒肺炎确诊病例93例。93例病例中：1例轻型，28例普通型，1例重型，63例已治愈出院。男性51例，女性42例。0-18岁4例，19-35岁25例，36-55岁33例，56-80岁27例，81-90岁2例，90岁以上2例。年龄最大97岁，最小10月龄。#南京[地点]#http://t.cn/A67XidN3
保山日报,:#最新疫情通报#【3月2日保山市新冠肺炎疫情情况】3月2日，保山市应对新型冠状病毒感染的肺炎疫情防控工作领导小组指挥部办公室通报，截至3月2日9时，全市累计报告确诊病例9例，治愈出院8例，目前在定点医院接受隔离治疗1例（均为普通型），无死亡病例。现有疑似病例0例。截至3月2日9时，累计排查出确诊和疑似病例密切接触者548人，3月1日密切接触者医学观察0人，当天有0名密切接触者解除医学观察。#众志成城团结奋进抗击疫情#
