美东侨报,:#全国最新疫情地图#【#新冠肺炎#全国累计确诊80424例】截至3月3日20时31分，全国累计确诊病例80424例（昨日新增120），现有确诊27427例（新增-2572），疑似病例520例（新增143），现有重症6416例（新增-390），累计治愈病例50013例（新增2654），累计死亡病例2984例（新增38）。
南京晨报,:【国家卫健委：#3月3日新增确诊病例119例#其中#湖北省新增确诊病例115例#】3月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例119例，新增死亡病例38例（湖北37例，内蒙古1例），新增疑似病例143例。　　当日新增治愈出院病例2652例，解除医学观察的密切接触者6250人，重症病例减少390例。　　截至3月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例27433例（其中重症病例6416例），累计治愈出院病例49856例，累计死亡病例2981例，累计报告确诊病例80270例，现有疑似病例520例。累计追踪到密切接触者666397人，尚在医学观察的密切接触者36432人。　　湖北新增确诊病例115例（武汉114例），新增治愈出院病例2389例（武汉1859例），新增死亡病例37例（武汉31例），现有确诊病例25905例（武汉22368例），其中重症病例6232例（武汉5723例）。累计治愈出院病例38556例（武汉24890例），累计死亡病例2871例（武汉2282例），累计确诊病例67332例（武汉49540例）。新增疑似病例52例（武汉43例），现有疑似病例340例（武汉234例）。　　累计收到港澳台地区通报确诊病例152例：香港特别行政区100例（出院37例，死亡2例），澳门特别行政区10例（出院9例），台湾地区42例(出院12例，死亡1例)。by新华视点
商丘发布,:2020年3月3日0-24时，河南省无新增新型冠状病毒肺炎确诊病例，新增出院病例11例。　　截至3月3日24时，全省累计报告新型冠状病毒肺炎确诊病例1272例，现有重症病例3例，现有危重病例2例，累计死亡病例22例，累计出院病例1234例。其中：确诊病例中，信阳市274例（含固始县31例）、郑州市157例（含巩义市9例）、南阳市156例（含邓州市17例）、驻马店市139例（含新蔡县10例）、商丘市91例（含永城市14例）、周口市76例（含鹿邑县7例）、平顶山市58例（含汝州市1例）、新乡市57例（含长垣市13例）、安阳市53例（含滑县2例）、许昌市39例、漯河市35例、焦作市32例、洛阳市31例、开封市26例（含兰考县5例）、鹤壁市19例、濮阳市17例、三门峡市7例、济源示范区5例。　　目前累计追踪到密切接触者39226人，3月3日已解除观察129人，共有843人正在接受医学观察。
济宁这些事儿,:#济宁身边事#【疫情通报|济宁市3月3日12时至24时新冠肺炎疫情情况】3月3日12—24时，济宁市无新增新冠肺炎确诊病例，无新增疑似病例。截至3月3日24时，济宁市累计报告确诊病例260例，其中治愈出院83例，无重症、危重症病例；现无疑似病例。济宁市260例确诊病例中，按病例确诊时医院所在县市区统计：任城235例，兖州6例，曲阜13例，邹城1例，微山1例，金乡1例，嘉祥1例，汶上2例。
吕梁交通广播,:【（3月4日通报）山西连续8天无新增，治愈出院124例】2020年3月3日0时至24时，山西省无新增新型冠状病毒肺炎确诊病例，累计报告确诊病例133例。新增治愈出院5例，累计治愈出院124例。现有在院隔离治疗确诊病例9例，其中重症1例。无新增疑似病例，现有疑似病例0例。累计追踪到密切接触者4162人，当日解除医学观察23人，尚在医学观察的密切接触者96人。（山西省卫生健康委员会网站）
中国宣汉,:3月3日，我市无新增新型冠状病毒肺炎确诊病例。截止3月3日24时，我市累计报告新型冠状病毒肺炎确诊病例42例，其中：通川区5例、达川区3例、宣汉县5例、大竹县6例、渠县8例、开江县11例、万源市4例。42例患者中，累计治愈出院28例，现无重症病例，14例患者病情稳定。目前，累计追踪到密切接触者2770人并实行医学观察，现已解除医学观察2535人，继续接受医学观察235人。
达州观察微博,:【第8天！达州无新增病例】3月3日，我市无新增新型冠状病毒肺炎确诊病例。　　截止3月3日24时，我市累计报告新型冠状病毒肺炎确诊病例42例，其中：通川区5例、达川区3例、宣汉县5例、大竹县6例、渠县8例、开江县11例、万源市4例。　　42例患者中，累计治愈出院28例，现无重症病例，14例患者病情稳定。　　目前，累计追踪到密切接触者2770人并实行医学观察，现已解除医学观察2535人，继续接受医学观察235人。（来自@达州卫生健康）
长沙榜哥,:【#意大利累计确诊新冠肺炎2502例##意大利新增新冠肺炎死亡27例#】人民日报记者韩硕消息，根据当地时间3月3日18时意大利卫生部公布的最近数据，意大利现有新冠病毒患者2263例，死亡79例，治愈160例，累计确诊感染新冠病毒总人数为2502例，较3月2日18时新增466例，其中重症229例，新增27例死亡病例（人民日报）
玄影先生,:全世界都听世卫组织的等瑞德西韦，没有一个国家相信中医，结果有一国控制住疫情了吗？中国很早使用中医，如今全面开始清零。山西这边，第一时间就上了中医，甚至有人使用纯中药治疗，无一例死亡病例，无危险病例，仅有一例重症正在好转，如今，山西全省基本清零，太原市全部清零！中医黑说的天花乱坠，也比不上实际效果更有说服力作用。（不是说中医治好都是安慰剂效应吗？西方怎么不服中药，就一个安慰剂效应的都没有呢？）
温岭日报,:【疫情通报丨截至3月3日24时，温岭无新增病例】2020年3月3日0—24时，温岭市无新增新型冠状病毒肺炎确诊病例。截至3月3日24时，温岭市累计报告新型冠状病毒肺炎确诊病例54例，重症病例1例。出院病例43例。所有病例都在定点医院诊治。太棒了！出院病例越来越多，相信不久后就能清零了！
温岭发布,:【疫情通报丨截至3月3日24时，温岭无新增病例】2020年3月3日0—24时，温岭市无新增新型冠状病毒肺炎确诊病例。截至3月3日24时，温岭市累计报告新型冠状病毒肺炎确诊病例54例，重症病例1例。出院病例43例。所有病例都在定点医院诊治。疫情通报丨截至3月3日24时，温岭无新增病例
马鞍山发布,:【#31省区市新增119例新冠肺炎病例#其中#武汉新增114例新冠肺炎#】3月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例119例，新增死亡病例38例（湖北37例，内蒙古1例），新增疑似病例143例。　　当日新增治愈出院病例2652例，解除医学观察的密切接触者6250人，重症病例减少390例。　　截至3月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例27433例（其中重症病例6416例），累计治愈出院病例49856例，累计死亡病例2981例，累计报告确诊病例80270例，现有疑似病例520例。累计追踪到密切接触者666397人，尚在医学观察的密切接触者36432人。　　湖北新增确诊病例115例（武汉114例），新增治愈出院病例2389例（武汉1859例），新增死亡病例37例（武汉31例），现有确诊病例25905例（武汉22368例），其中重症病例6232例（武汉5723例）。累计治愈出院病例38556例（武汉24890例），累计死亡病例2871例（武汉2282例），累计确诊病例67332例（武汉49540例）。新增疑似病例52例（武汉43例），现有疑似病例340例（武汉234例）。　　累计收到港澳台地区通报确诊病例152例：香港特别行政区100例（出院37例，死亡2例），澳门特别行政区10例（出院9例），台湾地区42例(出院12例，死亡1例)。#马鞍山战疫#
湖南事儿,:【最新！#湖南无新增确诊病例#，在院治疗101例，累计出院913例】#湖南累计出院913例#2020年3月3日0-24时，湖南省报告新型冠状病毒肺炎新增确诊病例0例，新增重症病例0例，新增死亡病例0例，新增出院病例21例。其中：新增出院病例中，长沙市6例、株洲市1例、岳阳市6例、常德市6例、郴州市1例、娄底市1例。截至3月3日24时，湖南省累计报告新型冠状病毒肺炎确诊病例1018例，累计报告重症病例147例，现有重症病例15例，死亡病例4例，出院病例913例，在院治疗101例。其中：确诊病例中，长沙市242例、衡阳市48例、株洲市80例、湘潭市36例、邵阳市102例、岳阳市156例、常德市82例、张家界市5例、益阳市60例、郴州市39例、永州市44例、怀化市40例、娄底市76例、湘西自治州8例。现有重症病例中，长沙市6例、株洲市4例、邵阳市1例、常德市1例、益阳市1例、娄底市2例。死亡病例中，长沙市2例、邵阳市1例、岳阳市1例。出院病例中，长沙市192例、衡阳市48例、株洲市70例、湘潭市35例、邵阳市100例、岳阳市130例、常德市80例、张家界市5例、益阳市59例、郴州市36例、永州市43例、怀化市40例、娄底市67例、湘西自治州8例。目前追踪到密切接触者26928人，已解除医学观察26599人，尚有329人正在接受医学观察。#湖南防控新型肺炎##辟谣侠盟#（红网）
虎山论坛,:【疫情通报丨截至3月3日24时，温岭无新增病例】2020年3月3日0—24时，温岭市无新增新型冠状病毒肺炎确诊病例。截至3月3日24时，温岭市累计报告新型冠状病毒肺炎确诊病例54例，重症病例1例。出院病例43例。所有病例都在定点医院诊治。疫情通报丨截至3月3日24时，温岭无新增病例
七环视频,:【#上海治愈率已超88%#：今天又4例治愈出院，含一名80岁危重病例】3月4日，上海市公共卫生临床中心。4例新冠肺炎病例，经专家组评估，于当日康复出院，其中包含一位80岁危重症康复患者，曾经接受插管，呼吸机治疗。另一位重症康复患者。目前，上海确诊病例为338例，已累计298名患者被宣布治愈。出院率已超过88%。http://t.cn/A67OiNTwhttp://t.cn/A67Oi0uc
安徽纪检监察,:【国家卫健委：昨日新增确诊病例119例湖北新增115例】3月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例119例，新增死亡病例38例（湖北37例，内蒙古1例），新增疑似病例143例。当日新增治愈出院病例2652例，解除医学观察的密切接触者6250人，重症病例减少390例。截至3月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例27433例（其中重症病例6416例），累计治愈出院病例49856例，累计死亡病例2981例，累计报告确诊病例80270例，现有疑似病例520例。累计追踪到密切接触者666397人，尚在医学观察的密切接触者36432人。湖北新增确诊病例115例（武汉114例），新增治愈出院病例2389例（武汉1859例），新增死亡病例37例（武汉31例），现有确诊病例25905例（武汉22368例），其中重症病例6232例（武汉5723例）。累计治愈出院病例38556例（武汉24890例），累计死亡病例2871例（武汉2282例），累计确诊病例67332例（武汉49540例）。新增疑似病例52例（武汉43例），现有疑似病例340例（武汉234例）。累计收到港澳台地区通报确诊病例152例：香港特别行政区100例（出院37例，死亡2例），澳门特别行政区10例（出院9例），台湾地区42例(出院12例，死亡1例)。http://t.cn/A67Oip8W
